0.0189741 0.105546 0.209654 0.165029 0.165588 0.176867
0.105546  2.30583  1.24418  1.43493  1.28454  1.34194
0.209654  1.24418  3.03362  1.31891  1.81168  1.34027
0.165029  1.43493  1.31891  2.69378  1.22881  1.69365
0.165588  1.28454  1.81168  1.22881  3.03064  1.11033
0.176867  1.34194  1.34027  1.69365  1.11033  2.94211
