1 -38732.6
2 -8052.61
3 -4347.21
4 -3257.38
5 -2780.46
6 -2525.78
7 -2372.88
8 -2273.77
9 -2205.97
10 -2157.69
11 -2122.26
12 -2095.63
13 -2075.26
14 -2059.43
15 -2046.99
16 -2037.13
17 -2029.26
18 -2022.96
19 -2017.9
20 -2013.83
21 -2010.57
22 -2007.97
23 -2005.91
24 -2004.31
25 -2003.08
26 -2002.17
27 -2001.53
28 -2001.1
29 -2000.88
30 -2000.81
31 -2000.88
32 -2001.08
